hip_id,ra_degrees,dec_degrees,magnitude
90256,276.2436,27.3948,6.27
90260,276.2563,-30.7564,5.58
90289,276.3376,-20.5416,4.81
90290,276.3404,-35.992,6.14
90304,276.3818,-63.0213,6.13
90313,276.4117,8.032,5.64
90336,276.4775,-33.9457,6.3
90337,276.4801,14.9663,6.37
90342,276.4949,29.829,5.81
90344,276.4958,65.5635,4.82
90398,276.6705,26.4492,6.5
90414,276.725,-48.1171,5.44
90422,276.7435,-45.9683,3.49
90437,276.7869,-8.0404,6.5
90441,276.8021,0.1961,5.2
90476,276.9254,59.549,6.43
90478,276.9323,-26.6348,6.31
90485,276.9562,-29.8169,5.9
90487,276.9597,3.7486,6.07
90494,276.9853,-17.8003,6.19
90496,276.9928,-25.4212,2.82
90497,276.9949,6.1942,5.71
90510,277.0257,-26.7572,6.28
90509,277.0264,-84.3872,6.49
90541,277.113,-38.9956,5.63
90568,277.2072,-49.07,4.1
90595,277.2994,-14.5658,4.67
90597,277.3036,-43.846,6.36
90606,277.3334,-80.2326,5.95
90637,277.3988,23.8662,5.87
90642,277.4207,-1.9852,5.38
90647,277.4373,77.5471,5.65
90651,277.4448,-14.582,6.02
90662,277.483,-47.2205,5.69
90664,277.4862,-57.5231,5.74
90687,277.5493,-18.7286,5.63
90692,277.5596,-5.7241,6.27
90729,277.6735,20.8157,6.49
90759,277.7623,-41.9138,6.02
90762,277.7686,16.9286,5.76
90763,277.7702,-32.989,5.37
90797,277.8434,-62.2782,4.63
90804,277.8571,-10.7958,5.77
90806,277.8596,-18.4026,5.12
90830,277.9393,-45.9147,4.92
90842,277.9843,-43.5074,5.71
90844,277.9875,-1.003,5.93
90853,278.0081,-45.7574,5.07
90858,278.0287,3.6596,6.41
90884,278.0861,-14.6442,6.36
90887,278.0888,-39.7039,5.16
90905,278.1438,57.0456,4.77
90913,278.1805,-14.8657,5.47
90915,278.1923,23.6168,5.88
90923,278.2081,30.5542,5.47
90930,278.2305,-73.9654,5.88
90936,278.2535,-39.8918,6.22
90967,278.3446,-5.9116,6.36
90969,278.3462,-38.72,6.31
90968,278.3464,-38.7259,5.67
90971,278.3471,8.2683,6.42
90981,278.3727,-58.7085,6.4
90982,278.3757,-42.3125,4.62
90991,278.4125,-14.8536,5.74
91004,278.4729,-24.0323,5.49
91013,278.4862,52.3535,5.38
91014,278.4907,-33.0165,5.28
91062,278.6297,-52.8914,6.21
91090,278.6979,10.892,6.48
91105,278.7598,-10.9772,5.12
91117,278.8018,-8.2433,3.85
91118,278.8025,18.2034,5.79
91119,278.8063,34.458,6.1
91132,278.8388,-20.8404,6.49
91139,278.8766,23.6055,5.62
91142,278.902,4.9361,6.47
91159,278.9716,16.9759,6.21
91172,278.9985,-29.6991,6.36
91196,279.0552,65.4885,6.07
91217,279.116,9.1228,5.38
91235,279.1556,33.469,5.41
91237,279.1629,6.6722,5.43
91250,279.1897,43.2218,6.21
91262,279.2341,38.783,0.03
91279,279.2877,16.1982,6.31
91315,279.3896,62.5265,5.74
91322,279.3998,-0.3094,5.76
91347,279.4768,-21.3976,5.93
91369,279.5187,-14.0048,6.49
91373,279.527,39.6683,6.02
91394,279.5991,-3.1937,6.49
91405,279.628,-23.5048,5.78
91438,279.7227,-21.0515,5.85
91461,279.8095,-47.9098,5.84
91491,279.8876,40.9351,6.25
91494,279.8966,-43.1858,5.42
91499,279.9036,5.2643,6.36
91523,279.965,7.3587,6.26
91525,279.97,52.196,6.0
91532,280.0017,-7.7907,5.82
91533,280.0081,30.8494,6.43
91552,280.0508,38.3672,6.45
91606,280.235,62.7493,6.1
91662,280.3779,-48.0944,6.47
91675,280.4221,31.6176,6.41
91677,280.4269,-14.5642,6.4
91689,280.465,-23.8334,6.22
91707,280.5337,34.7463,6.49
91723,280.5598,-81.8081,6.27
91726,280.5684,-9.0526,4.7
91733,280.5943,-64.643,6.35
91751,280.6505,-7.0736,6.13
91755,280.6582,55.5394,5.03
91781,280.7296,-19.2841,6.32
91792,280.7589,-71.4277,4.01
91811,280.7931,70.7929,6.28
91820,280.819,39.3001,6.45
91843,280.8709,53.8718,6.18
91845,280.8802,-8.2752,4.88
91852,280.9004,36.5565,6.04
91854,280.9055,-64.5513,5.76
91875,280.9456,-38.3233,5.11
91880,280.9634,-6.818,6.3
91883,280.9651,31.9269,5.68
91901,281.033,-36.7182,6.31
91915,281.0761,61.0481,6.02
91918,281.0807,-35.6419,4.86
91919,281.0847,39.67,4.67
91926,281.0949,39.6126,4.59
91958,281.1679,23.5901,6.3
91971,281.1931,37.6051,4.34
91973,281.2008,37.5946,5.73
91974,281.2067,-25.0109,5.82
91975,281.2081,2.0601,5.02
91985,281.2308,54.8972,6.26
91989,281.2381,-39.6862,5.4
92008,281.2979,-61.0951,6.04
92016,281.3277,-21.0015,6.35
92021,281.3497,-56.8819,6.22
92024,281.3619,-64.8709,4.78
92027,281.3681,5.5001,5.82
92040,281.4086,79.9425,6.4
92041,281.414,-26.9908,3.17
92043,281.4155,20.5471,4.19
92056,281.4448,74.0854,5.25
92072,281.4833,-50.8727,6.24
92079,281.5048,-19.6064,6.34
92088,281.5186,26.6621,4.83
92098,281.5542,41.4418,6.06
92111,281.5858,-22.3922,5.37
92112,281.5928,75.4338,5.37
92117,281.6191,-0.9616,5.89
92131,281.6723,18.706,6.18
92133,281.6795,52.988,5.91
92136,281.6805,-10.125,5.69
92161,281.7551,18.1812,4.34
92175,281.7937,-4.7478,4.22
92202,281.8707,-5.7051,5.38
92226,281.9358,-40.4061,5.2
92233,281.955,-77.8686,6.39
92243,281.9891,31.7568,6.06
92254,282.0111,4.2414,6.2
92269,282.067,48.7674,6.12
92270,282.0683,23.5148,6.19
92294,282.1582,-65.0775,5.71
92296,282.1645,-6.0044,6.49
92301,282.1892,-18.6012,6.46
92308,282.2103,-43.68,5.46
92312,282.2224,19.3288,5.89
92367,282.3637,-45.8102,5.8
92382,282.3958,-43.434,5.6
92386,282.4049,0.8362,6.24
92390,282.4171,-20.3247,5.22
92391,282.4206,-5.9128,5.99
92394,282.432,-72.9957,6.04
92398,282.4413,32.8128,5.93
92405,282.4705,32.5511,5.22
92420,282.52,33.3627,3.52
92456,282.6299,-13.5722,6.48
92475,282.6898,10.9764,6.37
92480,282.7104,-22.1621,6.29
92488,282.7438,-9.7741,5.82
92487,282.7444,-41.0627,6.5
92512,282.8,59.3883,4.63
92524,282.8423,-3.3178,6.08
92549,282.8958,52.9745,5.51
92550,282.8995,28.7837,6.22
92551,282.9022,36.5391,6.1
92593,283.008,13.9657,6.19
92599,283.0302,41.3832,6.28
92608,283.0498,-41.7091,6.47
92609,283.0543,-62.1876,4.22
92614,283.0685,21.4252,5.43
92630,283.1134,-46.5951,5.51
92635,283.118,-26.6506,6.28
92643,283.1544,-29.3796,6.12
92646,283.165,-52.1071,5.18
92669,283.2496,-46.5864,6.17
92674,283.2575,-9.5756,6.27
92676,283.2598,-48.3607,6.17
92687,283.3,-51.9314,6.3
92689,283.3064,50.7083,4.92
92717,283.3883,75.7873,6.33
92728,283.4315,36.9717,5.58
92731,283.4429,57.4866,6.24
92747,283.5004,-21.3598,5.68
92761,283.5424,-22.7448,4.86
92768,283.5552,27.9097,5.64
92782,283.599,71.2971,4.82
92791,283.6262,36.8986,4.22
92814,283.6796,-15.603,5.08
92818,283.687,22.6451,4.57
92822,283.6965,48.8597,5.84
92824,283.6985,-87.6055,5.29
92831,283.7174,41.6027,5.46
92833,283.7188,33.9686,5.99
92845,283.7795,-22.6713,5.0
92855,283.8163,-26.2966,2.05
92862,283.8337,43.9459,4.08
92866,283.8481,-37.3866,6.48
92872,283.8643,6.6155,5.58
92882,283.8793,-16.3762,5.56
92931,284.0028,-23.1737,5.91
92937,284.0256,18.1058,5.69
92946,284.0548,4.2035,4.62
92951,284.0609,4.2021,4.98
92953,284.0707,-42.7106,5.35
92963,284.0944,-1.7998,6.2
92968,284.1067,2.4712,6.14
92969,284.1073,65.2582,5.62
92972,284.1135,-31.689,6.45
92989,284.1687,-37.3432,5.36
92997,284.1878,57.815,5.67
93012,284.2279,-62.8019,6.47
93015,284.2377,-67.2335,4.4
93017,284.2561,32.9016,5.2
93026,284.2651,-5.8462,4.83
93049,284.3096,-43.9169,6.27
93051,284.3191,2.5354,5.56
93053,284.3222,62.3969,6.5
93057,284.3353,-20.6563,5.02
93068,284.3686,58.2249,6.47
93074,284.3933,-39.8233,6.29
93085,284.4324,-21.1066,3.52
93104,284.5079,38.2662,5.89
93117,284.5418,-83.4222,6.35
93124,284.5614,17.3609,5.33
93134,284.5888,-31.0359,6.09
93138,284.5988,6.2402,6.22
93140,284.6035,-22.5295,6.14
93148,284.6156,-52.9386,4.85
93163,284.6525,-60.2006,5.14
93174,284.6811,-37.1071,4.83
93177,284.6941,40.6792,6.2
93179,284.6955,13.9068,5.91
93194,284.7359,32.6896,3.25
93197,284.7475,50.8091,6.32
93203,284.7739,13.6225,5.27
93209,284.7957,-39.5346,6.49
93210,284.8012,39.2173,6.43
93225,284.8492,-12.8405,5.51
93234,284.8616,-18.5664,6.37
93238,284.872,-70.4684,6.49
93244,284.9058,15.0685,4.02
93256,284.9393,26.2304,5.26
93270,284.9922,22.8145,6.28
93279,285.0034,32.1455,4.94
93287,285.0148,-66.6535,5.98
93299,285.057,50.5335,5.39
93315,285.1032,-24.9423,6.35
93340,285.1811,55.6583,5.51
93354,285.23,33.8022,6.04
93371,285.2679,-37.0615,6.44
93374,285.2726,19.3096,6.47
93393,285.3223,26.2914,5.69
93408,285.3598,46.935,5.0
93418,285.3897,-15.2826,6.31
93423,285.4072,-22.6954,6.25
93429,285.4202,-5.739,4.02
93437,285.4515,33.6213,6.39
93443,285.4559,22.2644,6.44
93466,285.5293,52.2611,6.35
93470,285.5354,-41.9105,6.21
93488,285.5898,8.3735,6.25
93498,285.6154,-24.8464,5.63
93506,285.653,-29.8801,2.6
93523,285.7192,19.661,6.11
93526,285.727,-3.699,5.4
93537,285.7658,-19.2457,5.96
93542,285.7785,-42.095,4.74
93543,285.7791,-19.103,6.37
93552,285.8237,-38.2532,5.73
93574,285.8737,-68.7555,5.89
93580,285.8843,1.8189,5.82
93624,285.9897,-51.0182,5.93
93629,286.0042,-57.96,6.3
93666,286.1006,-5.6848,6.48
93667,286.1044,-31.047,5.49
93683,286.1706,-21.7414,3.76
93713,286.2299,53.3966,5.4
93717,286.2402,-4.0314,5.4
93718,286.2409,31.7443,5.63
93720,286.2428,30.7334,6.07
93733,286.291,49.9232,6.45
93747,286.3526,13.8637,2.99
93763,286.4216,-15.6604,5.93
93770,286.4464,29.9217,6.32
93805,286.5623,-4.8823,3.43
93815,286.583,-52.3406,5.17
93825,286.6043,-37.0628,4.23
93843,286.657,28.6284,5.53
93845,286.6598,24.2508,5.78
93855,286.7172,-16.2292,6.0
93858,286.7192,-37.8098,6.15
93860,286.7284,-50.3231,6.29
93862,286.7316,-48.2991,5.95
93864,286.7352,-27.6698,3.32
93867,286.7442,11.0713,5.07
93887,286.7847,-18.7381,6.28
93903,286.8255,36.1002,5.25
93917,286.8562,32.5017,5.2
93925,286.8785,-28.6368,6.05
93966,286.9887,16.8541,6.08
93975,287.0146,21.6987,6.22
93993,287.0607,-24.6573,6.3
93996,287.0696,-19.2903,5.56
94005,287.0872,-40.4966,4.57
94013,287.1079,52.4259,5.88
94054,287.2178,-55.7201,6.44
94068,287.2497,6.0734,5.23
94083,287.2906,76.5608,5.11
94114,287.3678,-37.9042,4.11
94130,287.4157,-39.8272,6.44
94140,287.4408,65.9784,6.26
94141,287.441,-21.0235,2.88
94144,287.4506,-19.8035,6.11
94149,287.465,-0.4281,6.34
94150,287.4693,-68.4243,5.31
94157,287.4902,-41.8922,5.86
94160,287.5073,-39.3407,4.1
94243,287.7579,-39.0047,6.34
94272,287.8284,-29.5022,6.28
94280,287.8465,40.4292,6.2
94290,287.879,26.7359,6.35
94302,287.9188,56.8591,5.13
94311,287.9417,31.2835,5.93
94336,288.0217,49.8542,5.85
94372,288.1167,-21.6583,6.39
94376,288.1381,67.6613,3.07
94382,288.153,21.5546,6.02
94385,288.1696,-7.9395,5.35
94398,288.1921,-50.4863,6.12
94434,288.307,-25.9068,5.79
94437,288.3146,-12.2825,5.51
94477,288.4279,2.2937,5.14
94478,288.4334,5.5156,6.47
94481,288.4395,39.146,4.43
94490,288.4799,57.7053,5.0
94556,288.6647,-45.1934,5.91
94598,288.7612,20.2032,6.03
94604,288.783,83.4627,6.5
94620,288.8222,21.2321,5.65
94623,288.8299,50.0711,6.27
94624,288.8337,15.0837,5.58
94630,288.8535,30.5264,5.88
94643,288.885,-25.2566,4.86
94645,288.8881,-24.1791,6.25
94648,288.8887,73.3552,4.45
94646,288.889,18.5163,6.46
94685,288.9979,27.9263,6.18
94703,289.0543,21.3904,4.76
94712,289.0906,-45.4661,5.38
94713,289.0921,38.1337,4.35
94720,289.1116,14.5446,5.65
94724,289.1192,-69.1908,6.25
94727,289.1293,4.8348,5.59
94755,289.2141,46.9984,6.02
94770,289.2522,-65.2276,6.42
94779,289.2755,53.3682,3.8
94789,289.3009,-66.661,5.52
94820,289.4087,-18.9529,4.88
94827,289.4318,23.0255,5.46
94833,289.4508,2.0318,6.19
94834,289.4542,11.5954,5.28
94858,289.5407,-53.3869,6.36
94885,289.6354,1.0851,5.1
94890,289.6577,49.5693,6.32
94910,289.7017,19.6105,6.5
94913,289.7122,0.339,6.4
94916,289.7198,9.6182,6.31
94929,289.7506,-15.5359,6.09
94932,289.7548,37.4453,6.25
94974,289.9018,54.3761,6.23
94981,289.9127,37.331,6.29
94982,289.9139,12.3746,5.53
94986,289.9166,-35.4214,5.59
95002,289.971,11.5349,6.03
95038,290.0667,57.6451,5.91
95066,290.1368,-5.4159,4.98
95067,290.1377,35.186,6.3
95073,290.1487,-0.8922,5.46
95077,290.159,-22.4026,5.59
95081,290.167,65.7144,4.6
95149,290.3737,-34.9832,6.48
95154,290.3981,76.5596,6.22
95159,290.4046,-19.2344,6.25
95167,290.4177,79.6029,6.06
95168,290.4182,-17.8473,3.92
95176,290.4318,-15.955,4.52
95188,290.4618,-18.3082,5.84
95211,290.5399,-42.016,6.33
95222,290.5896,-0.2523,5.81
95235,290.639,33.5182,6.09
95239,290.657,-51.2313,6.42
95241,290.6595,-44.4589,3.96
95253,290.7014,9.9129,6.34
95260,290.712,26.2624,5.22
95261,290.7133,-54.4237,5.03
95281,290.7685,-7.4006,6.31
95294,290.8044,-44.7996,4.27
95319,290.8915,33.2216,6.37
95340,290.9455,20.2644,6.4
95347,290.9715,-40.6156,3.96
95352,290.9854,43.3882,5.85
95369,291.023,-68.3711,6.33
95370,291.0252,36.4519,6.44
95372,291.0315,29.6213,4.99
95396,291.0894,-43.7221,6.13
95398,291.092,16.9378,6.27
95408,291.1257,-27.8659,6.03
95447,291.2407,11.9429,5.17
95453,291.2563,-4.8846,6.5
95456,291.2669,-29.3092,5.91
95477,291.3185,-24.5084,5.02
95485,291.3398,-13.8973,5.72
95487,291.3433,20.2718,6.31
95492,291.3578,24.9143,6.19
95498,291.3689,19.7985,5.14
95503,291.3736,-23.9624,5.45
95501,291.374,3.1146,3.36
95556,291.538,36.3179,5.17
95557,291.546,-15.0533,5.71
95560,291.5552,20.0978,5.6
95564,291.5797,-21.7767,5.57
95572,291.6005,13.0237,5.76
95576,291.6102,62.5571,6.38
95582,291.6195,19.8916,5.84
95585,291.6295,0.3386,4.64
95619,291.7353,-29.7431,5.66
95656,291.8582,52.3205,5.73
95664,291.8913,14.2825,6.31
95673,291.9017,37.9412,6.3
95690,291.9505,-54.3253,5.7
95732,292.0867,2.9301,5.84
95771,292.1767,24.6652,4.44
95785,292.2378,24.7687,5.82
95793,292.2541,1.9505,5.79
95812,292.3251,0.2461,6.25
95818,292.3371,20.2798,6.34
95820,292.339,-7.0441,6.37
95822,292.3422,14.5961,5.57
95823,292.349,-43.4449,5.7
95853,292.4264,51.7295,3.76
95865,292.4674,-26.9855,5.46
95866,292.4691,-55.4416,6.14
95898,292.5439,2.9041,6.08
95929,292.638,3.4444,6.09
95932,292.6441,-55.11,6.29
95937,292.6659,-2.7889,5.03
95947,292.6804,27.9597,3.05
95951,292.6892,27.9653,5.12
95953,292.6951,36.2285,6.26
95965,292.7252,-21.3122,6.11
95978,292.7512,70.9893,6.06
95999,292.7956,-68.4339,5.98
96003,292.8065,55.7319,6.37
96014,292.8307,50.3066,5.55
96016,292.8401,26.6171,5.89
96052,292.943,34.453,4.74
96095,293.0588,-44.5465,6.48
96100,293.0858,69.6654,4.67
96141,293.2241,-53.1856,5.76
96164,293.2919,60.1587,6.3
96178,293.3401,-45.2717,5.59
96198,293.4234,49.2623,6.0
96204,293.4418,5.4658,6.35
96229,293.5218,7.3793,4.45
96234,293.5353,-40.0346,5.89
96258,293.5823,51.2371,5.71
96275,293.6454,19.7734,5.0
96288,293.6719,42.4126,5.34
96297,293.6931,63.4342,6.47
96302,293.7122,29.4629,5.39
96316,293.7551,52.5021,6.39
96327,293.7802,-10.5604,5.12
96341,293.8041,-48.0991,4.88
96351,293.8547,2.9135,6.37
96356,293.8741,-7.4602,6.32
96365,293.8894,-12.2531,6.27
96387,293.9513,36.9445,6.03
96396,293.9831,50.2385,6.47
96406,294.0069,-24.719,5.64
96417,294.0348,22.5858,6.33
96428,294.0653,14.3912,6.37
96440,294.1086,-18.8529,6.13
96441,294.1106,50.2205,4.49
96459,294.1586,44.6952,5.17
96465,294.1766,-24.8836,4.59
96468,294.1803,-1.2866,4.36
96481,294.2185,11.2732,5.98
96483,294.2227,-7.0275,4.93
96496,294.2639,-18.231,5.66
96503,294.2901,29.3337,6.43
96516,294.3224,16.4628,5.67
96536,294.3937,-14.3014,5.46
96546,294.4201,35.0226,6.44
96556,294.4469,-4.6475,5.45
96572,294.4862,49.2841,6.47
96601,294.5741,20.7835,6.5
96607,294.608,-57.9832,6.19
96620,294.6714,54.9734,5.89
96630,294.7041,3.3815,6.36
96665,294.7985,5.3978,5.18
96683,294.8442,30.1532,4.68
96688,294.8556,16.5711,6.37
96693,294.8603,42.8182,5.41
96706,294.8939,45.9574,6.25
96721,294.9242,-45.2786,6.24
96724,294.9372,33.9789,6.1
96729,294.9561,-23.4276,6.33
96734,294.9672,-66.6854,6.37
96757,295.0241,18.0139,4.39
96760,295.0298,-23.4291,5.97
96771,295.055,60.5071,6.49
96781,295.0777,-54.4178,6.24
96805,295.1715,43.0778,6.17
96807,295.1805,-0.6213,5.64
96808,295.1806,-16.2931,5.3
96825,295.2088,45.5246,5.06
96837,295.2622,17.4761,4.39
96840,295.273,13.8157,5.98
96856,295.311,22.4528,6.43
96882,295.4052,-65.8542,6.08
96895,295.4545,50.5254,5.99
96901,295.4671,50.5179,6.25
96907,295.4901,40.2541,6.22
96917,295.5121,-9.1934,6.31
96919,295.5172,55.4633,6.42
96931,295.5534,12.1933,6.33
96950,295.6296,-16.124,5.06
96957,295.6417,11.8266,5.28
96977,295.6859,32.4267,5.93
97028,295.79,30.6779,6.08
97029,295.7948,38.6717,6.37
97033,295.8095,58.0168,6.29
97063,295.8894,-15.4697,5.49
97067,295.9067,-37.5387,6.14
97070,295.9146,57.0427,6.28
97077,295.9288,25.7719,5.5
97081,295.9378,41.7731,5.86
97087,295.9644,34.1627,6.04
97091,295.9832,27.1354,6.27
97118,296.069,37.3543,4.89
97122,296.0767,69.3371,5.9
97139,296.1425,13.3028,6.25
97142,296.159,34.4142,6.39
97144,296.172,8.7266,6.43
97151,296.2046,40.7169,6.36
97165,296.2435,45.1307,2.86
97228,296.4152,36.091,6.38
97229,296.4163,7.6132,5.89
97242,296.4639,35.0128,6.14
97244,296.4676,-2.8834,6.47
97260,296.5051,-31.9085,5.51
97278,296.5649,10.6133,2.72
97290,296.5909,-19.7609,4.87
97295,296.6066,33.7287,5.0
97307,296.646,32.8886,6.18
97326,296.6861,68.438,6.34
97365,296.8469,18.5343,3.68
97372,296.8619,47.9077,6.14
97376,296.8657,38.4076,5.83
97402,296.9521,25.3841,6.0
97421,297.0046,-56.3623,5.33
97423,297.0125,-13.7036,6.11
97433,297.0426,70.2678,3.84
97454,297.1271,10.6941,6.44
97473,297.1752,11.8159,5.75
97484,297.2091,-12.3194,6.47
97485,297.2108,33.4373,6.42
97491,297.2295,-52.888,6.27
97496,297.2444,19.142,5.01
97499,297.2591,-10.8707,6.0
97515,297.298,-28.7887,6.04
97534,297.3554,-72.5034,5.39
97538,297.3646,38.7102,6.12
97569,297.4726,-66.8131,6.44
97572,297.478,28.4397,6.45
97573,297.4825,27.0852,6.46
97598,297.5586,-47.5574,5.91
97607,297.5728,7.9024,6.49
97611,297.5906,-61.0611,6.21
97630,297.6416,38.7222,5.18
97634,297.6555,40.5998,5.68
97635,297.6572,52.9882,5.03
97646,297.6866,-59.1936,5.41
97649,297.6945,8.8674,0.76
97650,297.695,-10.7636,5.38
97651,297.6953,37.8263,6.13
97674,297.7546,-65.6047,6.04
97675,297.7563,10.4161,5.12
97679,297.7671,22.6101,4.9
97687,297.7963,-2.4609,6.12
97697,297.8239,9.6299,6.25
97700,297.8307,47.3772,6.22
97709,297.8618,4.0886,6.47
97749,297.9608,-39.8743,5.32
97757,297.9961,47.0273,5.6
97765,298.0066,24.9922,5.54
97767,298.0152,11.6291,6.16
97774,298.0299,47.9318,5.91
97783,298.05,-19.0449,5.88
97789,298.0684,36.4323,6.13
97796,298.0907,18.6719,6.24
97804,298.1182,1.0057,3.87
97816,298.1571,-54.971,5.76
97819,298.163,-54.9765,6.5
97845,298.2552,47.8077,6.3
97849,298.2766,-14.6031,6.47
97870,298.3224,57.5235,5.14
97871,298.328,-3.1145,5.63
97886,298.3653,24.0795,4.57
97892,298.3974,59.7085,6.06
97928,298.5345,-8.5742,5.76
97938,298.5618,8.4617,4.71
97944,298.5743,-23.9401,6.22
97961,298.6294,24.3194,5.56
97966,298.6569,-8.2272,5.7
97967,298.6586,-8.237,6.49
97970,298.6674,7.1404,6.14
97971,298.6685,-61.1708,6.21
97980,298.6866,0.2737,5.6
97985,298.701,36.9957,5.79
98012,298.7713,-33.0462,6.47
98032,298.8153,-41.8684,4.12
98036,298.8282,6.4079,3.71
98038,298.8312,-6.7346,6.49
98044,298.8418,58.2504,6.1
98055,298.9076,52.439,4.91
98066,298.9593,-26.2997,4.7
98068,298.9657,38.4867,4.95
98073,298.9808,58.846,4.98
98085,299.0053,16.6348,5.71
98086,299.0068,-81.3498,6.39
98103,299.0593,11.4237,5.28
98110,299.0767,35.0835,3.89
98111,299.0793,56.687,6.16
98143,299.1839,36.2506,6.03
98146,299.1882,50.9025,6.46
98162,299.2368,-27.1699,4.54
98174,299.2762,-58.9013,5.24
98194,299.3078,40.3678,5.46
98234,299.4393,16.7891,5.54
98253,299.4838,42.2608,6.44
98258,299.4876,-15.4913,5.01
98308,299.6197,63.5342,6.15
98320,299.6431,38.1057,6.33
98325,299.6582,30.9837,5.51
98332,299.6716,-69.1637,5.74
98333,299.6741,70.3668,6.32
98337,299.6891,19.4921,3.51
98346,299.7205,-68.7624,6.38
98351,299.7349,-30.5382,6.27
98353,299.7382,-26.1958,4.84
98375,299.7941,23.1013,5.68
98379,299.8139,52.0557,6.14
98383,299.8351,45.7726,5.92
98385,299.8443,1.3775,6.17
98401,299.9029,76.4815,6.2
98412,299.9341,-35.2762,4.37
98416,299.9479,-9.9573,5.87
98421,299.9637,-34.6976,5.3
98425,299.98,37.0429,5.15
98438,300.0138,17.5165,5.33
98458,300.064,26.1879,6.49
98461,300.0663,-37.7017,5.95
98470,300.084,-33.7027,5.65
98478,300.0963,-66.9489,5.75
98482,300.1058,-49.3509,6.18
98485,300.1103,-43.0433,6.11
98495,300.1475,-72.9102,3.97
98512,300.2013,-45.1129,5.8
98526,300.2457,8.5578,5.9
98543,300.275,27.7536,4.66
98563,300.3137,37.0989,6.23
98571,300.3398,50.1047,5.06
98575,300.3493,-22.7373,6.01
98579,300.3615,-40.8142,6.31
98583,300.3689,64.821,5.22
98609,300.4363,24.8004,5.88
98608,300.4363,-59.3758,4.95
98624,300.4684,-66.9438,5.32
98633,300.4941,-13.6372,5.69
98636,300.5057,24.9379,5.23
98658,300.584,64.6344,6.27
98661,300.5921,22.1515,6.5
98688,300.6644,-27.7099,4.43
98701,300.7034,31.9588,6.39
98702,300.7044,67.8734,4.51
98738,300.8183,18.501,5.99
98754,300.8751,16.0313,5.73
98761,300.8892,-37.9405,4.77
98767,300.9039,29.8981,5.73
98772,300.9117,22.9411,6.45
98785,300.9347,-22.5957,6.44
98819,301.0269,17.0712,5.8
98823,301.0346,7.2779,5.51
98842,301.0815,-32.0563,4.99
98844,301.0965,-0.709,5.67
98858,301.1199,48.2297,6.16
98863,301.1507,32.2186,5.62
98872,301.1855,63.8901,6.24
98890,301.2226,68.0272,6.32
98910,301.2726,-11.5994,6.38
98915,301.278,51.8393,6.14
98920,301.2895,19.9909,5.09
98921,301.2899,38.4782,6.18
98946,301.3396,56.3412,6.19
98954,301.3605,15.5004,6.37
98959,301.3812,-67.3193,6.07
98962,301.3864,61.9952,5.4
99024,301.5508,-4.0781,6.47
99026,301.5568,53.1651,5.81
99031,301.5914,35.9735,5.38
99080,301.7225,23.6144,5.08
99120,301.8465,-52.8808,4.93
99137,301.8961,-55.0161,6.26
99145,301.9227,34.4229,6.12
99158,301.9598,9.3998,6.43
99171,302.0073,-0.678,5.97
99176,302.0271,16.6644,6.39
99188,302.0399,-52.5777,6.47
99200,302.0853,-66.3547,6.45
99221,302.1303,-10.0625,6.18
99234,302.1595,10.7259,6.34
99240,302.1744,-66.1793,3.55
99255,302.2222,77.7114,4.38
99270,302.2659,-47.0678,6.46
99294,302.3432,56.0269,6.49
99303,302.3567,36.8396,4.93
99404,302.6397,26.9041,5.51
99445,302.7647,21.1345,6.24
99453,302.7809,-57.5242,6.36
99457,302.792,-8.8423,6.39
99461,302.7984,-36.0974,5.32
99473,302.8261,-0.8215,3.24
99479,302.8376,21.875,6.24
99500,302.8948,62.0783,5.7
99518,302.9499,26.809,5.51
99529,302.9913,-12.3924,6.34
99531,303.0029,26.4788,5.91
99570,303.0994,-42.7798,6.2
99572,303.1073,-12.617,5.84
99579,303.1322,51.4636,6.01
99585,303.1463,0.8671,6.25
99624,303.2684,-0.3308,6.47
99631,303.3078,-1.0093,5.44
99639,303.3252,46.8157,4.8
99655,303.3492,56.5675,4.28
99663,303.3649,60.6404,5.81
99666,303.3849,-47.7131,6.47
99675,303.4079,46.7413,3.8
99685,303.4284,43.379,6.13
99719,303.5203,36.6049,6.47
99738,303.5605,28.6949,5.19
99742,303.5691,15.1975,4.94
99747,303.5792,-52.4456,5.65
99762,303.6123,-63.4159,6.09
99770,303.6333,36.8061,4.93
99824,303.8162,25.592,4.79
99825,303.8191,-27.0325,5.73
99841,303.8491,33.7294,5.7
99848,303.868,47.7142,3.96
99853,303.876,23.5089,5.18
99870,303.9302,50.2329,6.36
99874,303.9423,27.8142,4.5
99878,303.9608,-30.0053,6.3
99889,304.0025,45.5797,5.87
99893,304.0143,38.8981,6.28
99894,304.0251,4.5809,6.44
99913,304.0824,21.5988,6.11
99918,304.095,-12.3371,6.3
99920,304.0984,-36.4535,6.3
99929,304.1173,37.0564,6.47
99951,304.1962,24.6711,5.3
99968,304.2303,40.3651,5.27
100016,304.3711,42.7221,6.32
100017,304.3776,66.853,5.91
100018,304.3814,29.1475,6.24
100027,304.4119,-12.5082,4.3
100044,304.4467,38.0329,4.77
100062,304.5057,-21.8099,5.86
100064,304.5134,-12.5449,3.58
100069,304.5291,40.7321,5.83
100097,304.6032,55.3972,5.76
100108,304.6193,36.9998,5.58
100122,304.6628,34.9828,5.14
100142,304.707,46.3222,6.46
100151,304.7332,-47.7108,6.28
